"purchase_id";"customer_id";"product_id";"purchase_date_m";"purchase_time_m";"quantity";"total_amount"
3088;301;132;"2021-06-13";"07:14:22";2;27.34
3089;301;137;"2022-07-01";"20:05:20";4;64.4
3090;301;414;"2021-05-25";"19:54:50";1;21.45
3091;301;86;"2023-03-22";"05:48:08";5;78.25
3092;301;500;"2022-07-04";"06:01:30";2;29.74
3093;302;25;"2021-09-27";"22:49:47";4;59.84
3094;302;19;"2021-10-13";"02:39:22";1;18.24
3095;302;130;"2023-09-30";"11:15:01";1;16.25
3096;302;318;"2021-10-15";"01:21:56";1;20.32
3097;303;210;"2022-03-06";"10:15:55";3;39.27
3098;303;280;"2021-06-03";"15:47:18";5;86.95
3099;303;490;"2022-11-19";"21:43:48";2;24.3
3100;303;363;"2019-11-02";"21:32:29";2;29.74
3101;303;16;"2017-10-22";"14:46:24";4;73.08
3102;303;355;"2020-11-19";"02:59:24";1;17.7
3103;304;299;"2022-02-21";"02:11:49";2;31.62
3104;304;4;"2019-08-05";"01:40:17";1;16.04
3105;304;376;"2019-09-24";"19:57:10";3;45.72
3106;304;321;"2022-01-15";"12:17:47";5;84.15
3107;304;355;"2020-02-28";"14:06:03";1;17.7
3108;304;326;"2022-08-11";"11:05:36";4;54.44
3109;304;481;"2022-07-15";"07:00:40";5;60.75
3110;304;258;"2023-02-14";"00:51:26";2;32.16
3111;304;229;"2021-04-05";"12:44:16";4;59.48
3112;304;417;"2020-07-01";"14:56:13";1;18.24
3113;304;23;"2022-04-18";"21:28:51";4;71.76
3114;305;95;"2019-12-23";"00:20:43";5;75.0
3115;306;256;"2022-02-24";"04:04:47";1;19.38
3116;306;57;"2022-07-27";"14:15:30";4;63.56
3117;306;59;"2022-09-17";"23:41:30";1;17.93
3118;306;372;"2022-04-17";"17:29:49";1;15.65
3119;306;440;"2023-09-10";"15:00:37";1;16.1
3120;306;234;"2023-01-13";"10:37:26";3;58.14
3121;306;374;"2023-08-03";"06:22:05";5;68.05
3122;306;83;"2023-07-11";"18:30:28";4;60.0
3123;306;254;"2022-09-01";"11:59:02";4;68.08
3124;306;90;"2022-02-19";"02:28:27";3;35.64
3125;306;403;"2022-05-28";"01:01:55";2;29.92
3126;306;190;"2022-11-03";"00:21:07";2;32.16
3127;306;421;"2023-04-20";"10:37:34";3;54.72
3128;306;36;"2022-08-09";"21:32:41";5;60.7
3129;307;266;"2020-05-29";"22:32:42";2;36.48
3130;307;189;"2023-05-02";"22:13:45";1;18.24
3131;307;93;"2020-06-29";"22:59:03";3;52.17
3132;307;196;"2018-09-15";"01:29:16";2;32.2
3133;307;200;"2017-12-25";"03:33:14";1;15.6
3134;307;4;"2019-06-04";"04:13:29";1;16.04
3135;308;333;"2022-01-15";"08:53:05";4;52.36
3136;308;341;"2022-10-15";"21:00:38";5;78.0
3137;308;27;"2023-05-17";"17:05:43";5;77.3
3138;308;336;"2022-08-25";"17:33:18";2;22.5
3139;308;452;"2023-03-28";"10:14:27";2;35.88
3140;308;80;"2022-06-12";"06:43:50";4;68.72
3141;309;32;"2023-03-27";"12:06:52";5;74.8
3142;309;222;"2023-05-26";"00:59:51";4;47.52
3143;309;5;"2022-08-19";"00:35:47";5;81.25
3144;309;133;"2015-09-04";"17:51:46";4;62.4
3145;309;245;"2017-03-15";"10:51:05";3;46.95
3146;309;128;"2021-11-28";"03:09:46";5;74.8
3147;309;240;"2023-03-27";"11:40:56";5;91.35
3148;309;299;"2019-11-28";"12:20:54";3;47.43
3149;309;417;"2015-12-04";"02:58:26";2;36.48
3150;309;186;"2019-08-12";"15:18:41";4;69.56
3151;310;272;"2020-05-25";"18:30:36";3;52.17
3152;310;333;"2019-12-13";"21:17:01";1;13.09
3153;310;442;"2020-05-04";"02:00:55";4;60.0
3154;310;294;"2018-06-09";"12:50:09";4;55.32
3155;310;326;"2022-09-15";"08:23:31";3;40.83
3156;310;329;"2019-01-23";"22:04:01";2;23.76
3157;310;269;"2020-05-08";"11:47:25";3;55.62
3158;310;154;"2020-05-26";"08:49:26";4;44.8
3159;310;466;"2023-04-02";"01:38:58";3;47.91
3160;310;188;"2019-05-04";"02:30:34";4;45.0
3161;310;371;"2019-10-28";"08:50:01";4;65.0
3162;310;445;"2018-10-04";"04:59:47";1;17.39
3163;310;448;"2022-08-24";"06:41:53";2;27.66
3164;310;10;"2019-05-16";"04:53:57";5;84.15
3165;311;112;"2019-06-22";"09:41:20";2;36.48
3166;312;26;"2022-02-20";"11:39:38";1;16.1
3167;312;252;"2022-01-29";"07:00:26";3;44.88
3168;312;131;"2022-05-08";"20:20:43";1;15.97
3169;312;427;"2022-12-25";"14:14:38";3;41.49
3170;312;279;"2022-10-06";"14:13:25";2;30.0
3171;312;498;"2023-06-12";"02:23:13";5;80.4
3172;312;91;"2023-11-03";"10:06:53";1;13.61
3173;312;175;"2023-01-07";"10:55:46";2;34.78
3174;312;271;"2022-03-17";"14:07:45";3;48.75
3175;312;466;"2023-06-27";"03:57:50";3;47.91
3176;312;286;"2022-09-26";"04:40:34";2;40.64
3177;313;450;"2018-03-23";"06:52:33";1;21.36
3178;313;185;"2019-07-13";"01:11:35";1;15.0
3179;313;186;"2023-02-21";"21:09:29";5;86.95
3180;313;466;"2020-06-04";"11:10:20";1;15.97
3181;313;459;"2020-02-12";"22:23:23";4;48.6
3182;313;136;"2020-01-19";"00:11:36";4;85.8
3183;313;360;"2020-07-14";"20:25:00";4;48.56
3184;313;69;"2022-09-04";"22:07:30";1;12.18
3185;313;95;"2023-03-18";"14:17:11";2;30.0
3186;313;12;"2017-07-14";"00:12:31";4;67.28
3187;313;458;"2021-06-13";"18:37:08";3;45.0
3188;313;464;"2020-11-30";"15:59:45";2;27.34
3189;313;391;"2020-08-24";"15:34:29";1;8.15
3190;313;65;"2021-07-08";"08:33:43";2;42.72
3191;313;73;"2022-10-17";"14:50:39";4;62.4
3192;313;425;"2023-09-01";"16:59:38";3;41.49
3193;314;485;"2022-05-23";"05:45:55";5;65.45
3194;314;26;"2021-12-22";"12:38:27";5;80.5
3195;314;477;"2022-10-29";"18:08:25";5;89.05
3196;314;60;"2021-04-06";"01:13:24";3;48.3
3197;314;144;"2021-12-19";"13:15:46";3;48.75
3198;314;203;"2021-05-21";"18:34:53";5;79.05
3199;314;5;"2021-08-19";"12:01:14";3;48.75
3200;315;327;"2022-12-26";"11:00:21";2;34.04
3201;315;425;"2021-04-11";"12:09:28";2;27.66
3202;315;20;"2020-07-27";"11:27:10";5;75.0
3203;315;302;"2021-03-22";"22:24:31";2;38.76
3204;315;483;"2021-12-21";"02:31:48";4;61.16
3205;315;254;"2023-06-13";"15:20:39";1;17.02
3206;315;347;"2022-05-11";"15:14:49";1;12.15
3207;315;490;"2021-10-03";"06:46:15";1;12.15
3208;315;31;"2020-07-10";"11:20:47";1;17.18
3209;315;334;"2022-02-15";"08:22:25";5;95.15
3210;315;240;"2022-01-01";"16:13:27";5;91.35
3211;316;169;"2020-06-22";"15:10:36";1;15.65
3212;316;395;"2023-05-04";"19:23:22";2;38.76
3213;316;439;"2021-06-16";"12:45:27";4;73.08
3214;316;225;"2022-08-15";"19:01:56";1;17.18
3215;316;279;"2023-08-13";"21:46:56";2;30.0
3216;316;245;"2022-07-09";"03:20:21";1;15.65
3217;316;80;"2020-09-20";"03:48:04";5;85.9
3218;316;251;"2021-02-15";"13:32:02";5;68.35
3219;316;454;"2020-09-17";"23:34:04";1;19.71
3220;316;366;"2020-12-01";"18:17:57";3;64.35
3221;316;451;"2021-07-22";"00:41:09";5;91.35
3222;316;393;"2022-07-26";"22:29:50";1;15.81
3223;316;432;"2021-04-05";"13:28:42";4;85.44
3224;316;312;"2022-05-05";"18:06:56";3;59.13
3225;316;449;"2020-11-16";"10:16:48";1;19.03
3226;316;43;"2023-04-25";"20:19:53";5;56.0
3227;316;490;"2020-08-25";"22:01:58";2;24.3
3228;316;420;"2023-04-25";"08:13:55";2;33.64
3229;316;208;"2020-04-23";"16:07:34";2;35.62
3230;317;162;"2022-11-18";"19:15:34";2;27.18
3231;317;163;"2019-11-15";"12:11:31";2;31.3
3232;317;472;"2019-03-12";"09:40:20";4;63.56
3233;317;62;"2019-11-05";"18:01:50";1;18.54
3234;317;415;"2021-12-19";"02:44:38";3;48.75
3235;317;461;"2018-05-04";"04:56:35";1;15.29
3236;317;272;"2020-07-22";"16:28:25";5;86.95
3237;317;67;"2018-02-09";"06:19:55";5;107.25
3238;317;202;"2022-08-09";"07:24:14";1;15.89
3239;317;218;"2016-09-25";"15:40:01";5;75.0
3240;317;267;"2021-02-05";"11:14:04";3;46.8
3241;317;87;"2019-07-13";"09:34:01";3;46.38
3242;317;59;"2022-05-21";"08:06:18";1;17.93
3243;317;157;"2020-09-10";"13:14:08";4;67.28
3244;317;450;"2019-10-26";"01:56:14";4;85.44
3245;317;368;"2018-06-16";"14:33:53";4;67.32
3246;318;142;"2019-12-16";"05:17:26";2;32.2
3247;318;244;"2018-10-28";"22:29:47";5;76.2
3248;318;13;"2020-04-03";"13:44:27";2;32.08
3249;318;352;"2021-01-26";"14:14:09";4;64.16
3250;318;278;"2017-04-30";"01:35:18";1;13.2
3251;318;56;"2023-07-20";"15:23:05";2;24.28
3252;318;392;"2021-08-10";"12:50:43";3;41.49
3253;318;143;"2018-10-15";"16:37:33";5;77.3
3254;318;7;"2022-10-01";"13:15:46";5;107.25
3255;318;141;"2018-04-26";"15:20:24";5;68.35
3256;319;416;"2023-03-18";"09:56:57";1;16.82
3257;319;66;"2022-06-13";"17:58:07";5;89.7
3258;319;488;"2019-11-07";"01:45:15";4;70.8
3259;319;103;"2021-03-19";"13:49:57";5;79.45
3260;319;488;"2022-02-08";"08:00:08";1;17.7
3261;319;147;"2022-09-16";"18:06:11";3;60.96
3262;319;237;"2023-05-27";"06:10:01";4;81.28
3263;319;214;"2023-04-30";"06:28:16";3;40.77
3264;319;39;"2021-02-16";"11:20:55";3;47.91
3265;319;326;"2020-11-27";"18:06:32";5;68.05
3266;319;214;"2022-12-09";"20:04:35";1;13.59
3267;319;118;"2021-08-20";"23:17:44";3;35.64
3268;319;348;"2020-06-01";"03:34:11";2;27.18
3269;319;388;"2020-04-20";"23:38:47";5;80.4
3270;320;474;"2022-04-12";"07:26:35";2;33.66
3271;320;454;"2021-12-02";"07:55:54";3;59.13
3272;320;495;"2023-08-12";"05:10:50";4;59.84
3273;320;42;"2023-01-13";"11:57:03";5;66.0
3274;320;319;"2023-03-31";"08:53:55";1;19.71
3275;320;362;"2022-02-11";"03:56:13";1;15.46
3276;320;12;"2022-08-04";"23:04:00";4;67.28
3277;321;276;"2021-05-31";"11:20:42";1;19.03
3278;321;169;"2020-10-19";"14:21:28";4;62.6
3279;321;26;"2022-11-22";"21:41:22";3;48.3
3280;321;388;"2017-10-21";"04:21:06";3;48.24
3281;321;20;"2022-01-06";"22:20:51";2;30.0
3282;321;115;"2023-05-24";"03:23:05";1;11.68
3283;321;474;"2017-11-06";"05:47:21";5;84.15
3284;321;344;"2020-03-21";"03:05:20";2;32.16
3285;321;390;"2022-03-29";"13:25:13";4;48.56
3286;321;318;"2020-12-25";"20:07:17";4;81.28
3287;321;126;"2018-05-22";"17:35:53";4;45.0
3288;321;41;"2023-07-12";"15:43:01";2;35.88
3289;321;83;"2019-10-05";"18:38:31";4;60.0
3290;322;434;"2017-02-28";"00:44:05";2;38.06
3291;322;262;"2020-05-04";"05:31:41";4;85.44
3292;322;161;"2016-08-21";"04:30:44";4;67.28
3293;322;201;"2023-06-26";"04:58:45";1;13.59
3294;322;76;"2022-11-29";"22:29:45";1;17.7
3295;322;84;"2018-08-30";"06:13:24";2;37.08
3296;322;240;"2021-01-22";"11:08:25";5;91.35
3297;322;253;"2017-10-15";"21:24:43";4;45.0
3298;322;48;"2018-10-25";"05:34:05";2;24.36
3299;323;218;"2022-02-24";"18:58:15";5;75.0
3300;323;181;"2022-02-26";"14:17:00";5;77.3
3301;323;283;"2023-09-18";"15:31:29";1;17.02
3302;323;153;"2021-10-07";"19:36:09";5;76.45
3303;323;52;"2021-08-10";"06:57:23";4;59.48
3304;323;488;"2021-01-26";"17:19:01";2;35.4
3305;323;266;"2023-02-23";"19:26:20";5;91.2
3306;323;491;"2021-03-29";"03:25:15";3;39.27
3307;323;376;"2021-10-29";"03:46:44";3;45.72
3308;323;375;"2022-10-01";"09:40:44";4;54.36
3309;324;79;"2022-11-05";"08:01:14";1;15.97
3310;324;122;"2022-08-21";"08:22:15";4;70.8
3311;324;148;"2023-06-12";"09:36:48";5;60.75
3312;324;68;"2017-10-17";"14:27:37";4;54.36
3313;324;468;"2020-11-09";"14:19:49";1;16.1
3314;324;256;"2020-08-15";"11:27:41";2;38.76
3315;324;130;"2022-04-11";"14:38:37";3;48.75
3316;324;97;"2019-12-05";"17:49:24";1;14.96
3317;324;224;"2017-09-17";"03:53:16";1;15.4
3318;324;310;"2020-12-07";"06:27:13";1;17.7
3319;324;216;"2022-10-30";"17:02:54";2;30.92
3320;324;394;"2020-05-20";"19:27:03";1;11.25
3321;325;273;"2021-07-05";"08:26:48";5;58.4
3322;325;249;"2022-02-21";"07:57:17";3;40.83
3323;325;317;"2021-02-14";"19:37:11";4;59.84
3324;325;479;"2022-06-26";"20:25:28";3;60.96
3325;325;240;"2021-03-20";"11:43:31";2;36.54
3326;325;429;"2021-07-10";"14:35:55";3;53.43
3327;325;485;"2021-07-18";"04:02:45";1;13.09
3328;325;299;"2022-04-29";"11:51:54";2;31.62
3329;325;306;"2023-01-25";"16:45:39";2;32.16
3330;326;369;"2020-02-06";"08:42:07";2;30.0
3331;326;28;"2023-06-22";"13:01:10";2;32.2
3332;326;156;"2021-08-29";"22:38:20";2;34.04
3333;326;91;"2018-10-18";"11:00:45";1;13.61
3334;326;104;"2020-03-29";"22:41:57";1;15.89
3335;326;428;"2023-03-06";"16:29:42";2;24.36
3336;326;60;"2021-12-24";"21:29:53";4;64.4
3337;326;470;"2022-02-09";"22:47:51";3;48.75
3338;326;492;"2021-05-18";"21:09:56";4;44.8
3339;326;120;"2021-07-03";"23:24:05";5;98.55
3340;326;380;"2023-03-04";"02:36:43";1;19.71
3341;326;458;"2022-01-11";"02:03:31";5;75.0
3342;327;169;"2022-01-03";"02:16:33";2;31.3
3343;327;350;"2022-07-01";"22:20:08";2;31.78
3344;327;260;"2022-05-28";"00:19:37";2;27.22
3345;327;20;"2021-10-07";"00:47:15";3;45.0
3346;328;478;"2021-08-26";"11:54:48";5;79.05
3347;328;432;"2016-12-01";"16:23:03";3;64.08
3348;328;31;"2019-11-27";"19:08:23";4;68.72
3349;328;445;"2020-11-25";"11:46:53";5;86.95
3350;328;53;"2016-06-07";"12:20:35";5;86.95
3351;328;494;"2019-08-12";"09:28:23";1;18.27
3352;329;412;"2020-04-15";"02:02:27";5;59.4
3353;329;272;"2021-04-05";"19:44:48";3;52.17
3354;329;409;"2023-09-09";"10:42:41";4;52.8
3355;329;22;"2020-10-12";"06:53:18";3;41.01
3356;329;264;"2020-12-24";"08:43:22";5;95.15
3357;330;318;"2023-02-01";"09:02:29";3;60.96
3358;331;324;"2021-04-28";"13:16:04";4;72.96
3359;331;194;"2022-03-24";"00:24:41";3;40.83
3360;331;417;"2022-05-22";"17:45:54";4;72.96
3361;331;459;"2019-02-05";"00:10:03";1;12.15
3362;331;14;"2023-09-08";"08:17:57";4;48.56
3363;331;186;"2019-01-17";"23:26:41";5;86.95
3364;331;166;"2020-09-01";"10:44:38";2;30.48
3365;332;497;"2022-02-14";"20:53:21";4;61.84
3366;332;414;"2023-02-07";"20:31:38";1;21.45
3367;332;484;"2021-06-16";"11:45:02";2;24.28
3368;332;424;"2021-12-29";"18:42:31";3;44.61
3369;332;88;"2022-08-31";"11:17:15";2;31.62
3370;332;69;"2021-05-08";"11:20:57";3;36.54
3371;332;430;"2019-08-25";"03:12:06";1;13.2
3372;333;214;"2022-06-29";"11:23:24";2;27.18
3373;333;182;"2021-05-19";"19:17:33";3;48.24
3374;333;34;"2021-11-01";"15:51:36";4;44.8
3375;333;94;"2022-07-04";"23:29:22";3;54.81
3376;333;232;"2022-11-25";"20:05:04";1;17.18
3377;333;26;"2023-05-09";"12:09:44";5;80.5
3378;333;314;"2023-07-30";"15:54:14";5;89.65
3379;333;143;"2020-09-22";"02:01:13";1;15.46
3380;333;367;"2021-07-21";"00:59:59";1;16.25
3381;333;57;"2023-07-18";"16:42:59";4;63.56
3382;334;102;"2023-08-06";"22:51:18";5;60.75
3383;334;208;"2022-09-21";"15:05:30";1;17.81
3384;334;110;"2022-03-07";"13:56:05";1;17.18
3385;334;185;"2020-07-20";"17:37:57";1;15.0
3386;334;192;"2022-11-24";"22:00:22";1;20.32
3387;334;364;"2021-11-10";"04:37:51";1;21.45
3388;334;252;"2021-12-04";"18:30:49";1;14.96
3389;334;27;"2022-04-05";"18:18:31";4;61.84
3390;334;77;"2022-01-14";"05:54:12";3;36.42
3391;334;409;"2022-05-17";"04:17:03";3;39.6
3392;334;349;"2020-12-03";"19:07:41";4;59.84
3393;334;352;"2022-03-10";"17:18:25";1;16.04
3394;334;98;"2021-06-30";"22:47:24";1;15.46
3395;334;93;"2023-04-16";"18:19:21";3;52.17
3396;334;96;"2023-04-06";"01:47:19";5;89.05
3397;335;63;"2017-02-11";"03:42:01";5;86.95
3398;335;455;"2022-07-12";"15:48:25";5;85.1
3399;335;400;"2019-04-12";"05:27:41";1;14.96
3400;335;470;"2022-08-26";"04:09:41";1;16.25
3401;335;453;"2022-11-24";"02:39:51";2;39.42
3402;335;271;"2021-07-30";"08:38:34";3;48.75
3403;335;12;"2023-10-09";"00:51:24";3;50.46
3404;335;199;"2018-07-24";"20:12:15";2;23.76
3405;335;343;"2018-01-25";"22:53:59";5;56.0
3406;335;203;"2016-06-21";"23:30:37";2;31.62
3407;335;122;"2021-12-11";"21:16:13";5;88.5
3408;335;433;"2022-04-16";"18:53:20";2;27.18
3409;335;137;"2023-03-16";"12:36:02";5;80.5
3410;335;377;"2018-02-09";"17:24:19";1;15.81
3411;335;452;"2019-04-05";"22:53:35";3;53.82
3412;335;359;"2017-05-17";"19:26:16";1;18.54
3413;336;158;"2021-03-11";"23:34:52";4;71.72
3414;336;318;"2019-07-22";"13:50:02";2;40.64
3415;336;66;"2021-10-10";"13:30:50";4;71.76
3416;336;148;"2020-06-12";"18:14:53";5;60.75
3417;336;403;"2020-04-26";"12:45:06";3;44.88
3418;336;146;"2022-02-27";"14:00:23";3;53.1
3419;336;438;"2020-09-07";"07:20:34";1;11.25
3420;336;119;"2023-07-15";"17:07:26";4;32.6
3421;336;10;"2020-06-21";"15:54:27";2;33.66
3422;336;490;"2020-01-05";"11:50:53";3;36.45
3423;336;254;"2021-05-10";"15:08:40";4;68.08
3424;336;343;"2019-05-15";"00:30:48";4;44.8
3425;336;156;"2021-10-03";"02:23:55";3;51.06
3426;336;472;"2021-07-09";"04:59:24";3;47.67
3427;336;490;"2020-02-07";"03:36:05";4;48.6
3428;336;145;"2023-02-11";"23:32:01";5;79.05
3429;336;443;"2023-04-02";"08:33:11";4;85.8
3430;336;137;"2022-12-03";"11:34:28";3;48.3
3431;336;339;"2021-05-14";"02:31:59";4;64.16
3432;336;389;"2021-07-04";"14:28:15";4;85.8
3433;337;86;"2019-05-06";"08:26:38";2;31.3
3434;337;260;"2022-07-11";"02:36:50";2;27.22
3435;337;125;"2018-01-09";"16:26:34";2;24.28
3436;337;494;"2019-01-25";"19:05:27";4;73.08
3437;337;166;"2022-10-19";"00:05:54";4;60.96
3438;337;157;"2020-06-29";"20:20:58";2;33.64
3439;337;23;"2021-01-30";"09:45:00";4;71.76
3440;337;322;"2023-02-17";"03:23:28";1;13.59
3441;337;322;"2022-02-20";"21:14:36";3;40.77
3442;337;176;"2019-07-25";"17:39:06";2;31.3
3443;337;388;"2023-10-07";"22:36:45";5;80.4
3444;337;435;"2018-11-17";"09:10:59";4;54.68
3445;337;105;"2022-11-18";"07:57:34";5;84.1
3446;338;275;"2017-12-06";"17:42:04";1;16.25
3447;338;308;"2022-01-18";"10:46:27";1;13.83
3448;338;164;"2021-04-17";"14:51:06";4;47.52
3449;338;274;"2018-05-27";"12:34:09";3;59.13
3450;338;352;"2023-05-28";"01:20:00";2;32.08
3451;338;385;"2022-05-25";"23:13:11";2;33.66
3452;338;326;"2017-07-21";"04:26:39";5;68.05
3453;338;421;"2017-05-25";"14:21:37";2;36.48
3454;338;423;"2020-04-08";"19:18:36";4;71.76
3455;338;111;"2022-03-25";"12:13:16";1;15.29
3456;338;285;"2023-04-07";"07:43:53";5;65.45
3457;338;290;"2022-07-31";"23:21:34";4;85.44
3458;338;251;"2022-04-21";"03:32:17";2;27.34
3459;338;290;"2022-09-15";"09:21:04";3;64.08
3460;339;268;"2021-08-19";"03:44:13";5;60.75
3461;339;233;"2023-10-06";"01:55:38";1;15.65
3462;339;244;"2022-11-01";"07:23:49";2;30.48
3463;339;194;"2022-09-10";"15:56:40";5;68.05
3464;339;281;"2022-05-19";"03:19:12";2;32.08
3465;339;123;"2022-06-11";"06:49:54";1;12.14
3466;339;337;"2021-07-30";"04:27:37";2;30.48
3467;339;478;"2022-08-11";"12:29:45";3;47.43
3468;339;54;"2023-10-10";"19:42:37";2;22.4
3469;339;486;"2021-11-29";"01:15:02";3;59.13
3470;339;466;"2022-12-08";"11:25:48";3;47.91
3471;340;349;"2019-06-23";"13:04:50";5;74.8
3472;340;428;"2019-11-08";"13:08:19";5;60.9
3473;340;46;"2022-09-01";"10:36:36";1;15.65
3474;340;32;"2021-06-19";"10:47:28";2;29.92
3475;340;139;"2017-12-26";"02:44:56";1;13.61
3476;340;56;"2021-06-02";"23:31:31";2;24.28
3477;340;402;"2021-08-25";"06:19:35";3;52.17
3478;340;203;"2021-05-01";"08:54:30";2;31.62
3479;340;96;"2023-04-18";"14:28:17";4;71.24
3480;340;440;"2021-04-13";"15:40:28";1;16.1
3481;340;196;"2023-03-08";"14:36:24";5;80.5
3482;340;356;"2018-12-20";"12:05:09";4;47.52
3483;340;469;"2022-04-23";"05:44:15";1;15.65
3484;340;221;"2017-12-21";"08:23:10";1;16.25
3485;340;258;"2021-12-24";"19:32:02";1;16.08
3486;340;18;"2018-04-15";"04:07:44";4;77.52
3487;341;388;"2019-07-18";"09:36:21";2;32.16
3488;341;2;"2022-03-26";"22:26:45";4;54.68
3489;341;486;"2022-08-05";"03:25:49";4;78.84
3490;341;277;"2022-01-31";"05:52:01";4;72.96
3491;341;386;"2019-12-05";"14:07:43";4;61.16
3492;341;63;"2019-02-27";"02:29:55";5;86.95
3493;341;279;"2021-09-06";"23:50:02";5;75.0
3494;341;267;"2021-04-23";"10:43:08";2;31.2
3495;341;486;"2017-11-09";"02:23:03";4;78.84
3496;341;150;"2018-11-21";"07:24:55";4;54.68
3497;341;229;"2021-07-14";"19:10:02";5;74.35
3498;341;110;"2021-05-20";"19:59:00";5;85.9
3499;341;122;"2021-10-06";"00:18:40";4;70.8
3500;341;413;"2018-02-04";"20:55:50";4;68.08
3501;341;80;"2023-09-13";"22:05:11";2;34.36
3502;341;283;"2020-06-30";"17:26:34";3;51.06
3503;341;74;"2022-08-31";"01:20:34";5;78.0
3504;341;31;"2020-03-29";"09:15:25";5;85.9
3505;341;382;"2023-04-04";"01:24:01";5;89.05
3506;342;59;"2015-12-25";"14:49:01";2;35.86
3507;342;323;"2017-04-22";"18:48:11";2;23.76
3508;342;189;"2017-07-12";"13:10:16";5;91.2
3509;342;69;"2020-06-05";"09:21:29";5;60.9
3510;342;460;"2022-07-27";"07:12:27";5;80.2
3511;342;437;"2017-12-06";"14:31:49";1;19.71
3512;342;99;"2021-07-21";"22:23:46";4;61.84
3513;342;37;"2015-12-30";"16:16:19";4;61.6
3514;342;332;"2017-05-28";"15:34:32";5;65.45
3515;342;259;"2017-10-28";"04:26:29";4;59.48
3516;342;217;"2022-12-09";"18:12:12";4;68.72
3517;342;377;"2018-09-18";"15:39:54";1;15.81
3518;342;164;"2021-09-14";"17:39:37";4;47.52
3519;342;247;"2015-05-12";"14:56:00";2;23.76
3520;343;339;"2023-09-30";"12:34:32";4;64.16
3521;343;237;"2021-08-10";"11:13:58";4;81.28
3522;343;295;"2022-02-11";"14:45:09";4;61.16
3523;343;29;"2022-07-16";"17:02:49";4;62.4
3524;343;49;"2022-01-16";"10:04:10";2;39.42
3525;343;234;"2023-04-21";"06:19:37";1;19.38
3526;343;264;"2022-03-01";"01:20:01";5;95.15
3527;343;213;"2023-05-20";"02:09:22";5;89.7
3528;343;193;"2022-10-15";"20:47:42";5;96.9
3529;343;325;"2022-02-18";"09:28:46";2;24.3
3530;343;260;"2023-02-27";"21:29:52";4;54.44
3531;343;150;"2023-02-25";"08:27:18";1;13.67
3532;343;386;"2022-09-17";"04:57:52";5;76.45
3533;343;39;"2023-07-31";"18:29:35";5;79.85
3534;343;392;"2022-07-12";"22:23:55";3;41.49
3535;343;100;"2022-12-13";"11:11:02";3;53.43
3536;343;336;"2022-01-22";"04:45:06";4;45.0
3537;343;436;"2022-08-22";"03:22:19";2;39.42
3538;343;117;"2023-08-22";"12:17:32";1;14.96
3539;343;419;"2023-06-02";"10:35:02";1;17.7
3540;344;50;"2020-11-18";"10:46:49";2;24.28
3541;344;318;"2022-10-13";"12:44:57";5;101.6
3542;344;158;"2019-05-13";"11:39:11";2;35.86
3543;344;101;"2023-02-07";"04:41:16";5;80.2
3544;344;389;"2018-03-11";"09:57:19";3;64.35
3545;344;45;"2018-01-26";"13:14:38";5;75.0
3546;344;490;"2021-06-13";"10:03:16";5;60.75
3547;344;213;"2023-03-06";"14:47:33";2;35.88
3548;344;22;"2023-04-28";"05:17:45";5;68.35
3549;344;89;"2018-01-25";"06:32:53";2;34.36
3550;344;464;"2022-07-17";"06:21:25";5;68.35
3551;344;420;"2022-01-29";"06:45:17";1;16.82
3552;345;355;"2022-11-20";"00:56:13";2;35.4
3553;345;365;"2022-07-01";"23:18:18";4;48.56
3554;345;68;"2019-10-25";"17:12:12";4;54.36
3555;345;440;"2023-09-21";"13:01:07";2;32.2
3556;345;318;"2021-04-07";"01:18:50";2;40.64
3557;345;335;"2022-11-25";"02:30:50";3;54.72
3558;345;333;"2021-04-14";"15:14:49";1;13.09
3559;345;115;"2020-01-10";"07:12:22";4;46.72
3560;345;162;"2020-01-08";"18:17:15";4;54.36
3561;345;459;"2023-07-09";"08:22:35";3;36.45
3562;345;420;"2021-07-05";"17:12:38";5;84.1
3563;345;143;"2019-01-08";"10:44:35";3;46.38
3564;345;239;"2019-03-15";"05:53:37";4;64.4
3565;345;150;"2020-06-29";"13:26:53";1;13.67
3566;345;107;"2020-06-02";"13:05:30";4;61.16
3567;345;444;"2021-09-24";"02:00:16";2;40.64
3568;346;210;"2017-06-27";"15:44:15";5;65.45
3569;346;169;"2020-10-24";"10:00:09";2;31.3
3570;346;204;"2017-05-02";"11:49:14";3;54.81
3571;346;270;"2020-11-28";"12:40:59";5;84.1
3572;346;454;"2019-01-02";"09:07:58";4;78.84
3573;346;214;"2016-09-21";"22:44:59";4;54.36
3574;346;254;"2022-12-21";"11:11:26";5;85.1
3575;346;78;"2019-06-24";"13:18:55";4;46.72
3576;346;321;"2023-07-15";"20:58:51";2;33.66
3577;346;231;"2022-02-25";"07:51:03";3;51.54
3578;346;256;"2023-08-08";"10:07:56";5;96.9
3579;346;344;"2020-06-28";"16:53:24";2;32.16
3580;346;238;"2020-10-01";"15:40:21";2;35.88
3581;346;30;"2017-01-25";"20:36:33";3;55.62
3582;346;464;"2020-05-03";"16:59:50";4;54.68
3583;346;140;"2022-01-25";"09:07:53";1;17.39
3584;347;60;"2022-08-29";"09:21:57";4;64.4
3585;347;79;"2022-01-26";"17:57:16";5;79.85
